date,week,colors,new_pos,tot_case,tot_hosp,perc_pos,RT_sym,RT_hosp,var_hosp,new_dies,tot_dies,new_tests,tot_tests,vax,CI_low_sym,CI_up_sym,CI_low_hosp,CI_up_hosp,incid_100k_7ns
2021-08-01,30_2021,21,5321,4355348,2184,3.17,1.16,1.27,119,2,128065,167761,77711955,296570,1.15,1.18,1.25,1.29,64
2021-08-02,31_2021,21,3190,4358533,2319,3.83,1.15,1.28,135,23,128088,83223,77795178,478077,1.13,1.16,1.26,1.3,70
2021-08-03,31_2021,21,4845,4363374,2454,2.31,1.13,1.29,135,27,128115,209719,78004897,469239,1.12,1.15,1.27,1.31,70
2021-08-04,31_2021,21,6596,4369964,2569,3.06,1.13,1.3,115,21,128136,215748,78220645,478483,1.11,1.14,1.28,1.32,70
2021-08-05,31_2021,21,7230,4377188,2677,3.41,1.12,1.31,108,27,128163,212227,78432872,462443,1.11,1.14,1.29,1.33,70
2021-08-06,31_2021,21,6599,4383787,2726,2.7,1.11,1.31,49,24,128187,244657,78677529,440358,1.1,1.13,1.29,1.33,70
2021-08-07,31_2021,21,6902,4390684,2821,2.35,1.11,1.31,95,22,128209,293863,78971392,345619,1.1,1.12,1.29,1.33,70
2021-08-08,31_2021,21,5735,4396417,2930,2.82,1.08,1.31,109,11,128220,203511,79174903,259777,1.07,1.1,1.29,1.33,70
2021-08-09,32_2021,21,4200,4400617,3109,4.08,1.07,1.31,179,22,128242,102864,79277767,407779,1.05,1.08,1.29,1.33,75
2021-08-10,32_2021,21,5636,4406241,3202,2.33,1.06,1.3,93,31,128273,241766,79519533,378036,1.05,1.08,1.29,1.32,75
2021-08-11,32_2021,21,6968,4413162,3285,3.03,1.04,1.29,83,31,128304,230039,79749572,359262,1.03,1.05,1.28,1.31,75
2021-08-12,32_2021,21,7270,4420429,3327,3.35,1.03,1.28,42,30,128334,216969,79966541,339252,1.02,1.04,1.26,1.3,75
2021-08-13,32_2021,21,7409,4427827,3402,3.29,1.02,1.27,75,45,128379,225486,80192027,297149,1.01,1.03,1.25,1.29,75
2021-08-14,32_2021,21,7188,4435008,3473,2.83,1.01,1.26,71,34,128413,254006,80446033,128846,1,1.03,1.24,1.27,75
2021-08-15,32_2021,21,5664,4440669,3546,3.52,1.01,1.24,73,19,128432,160870,80606903,52941,1,1.02,1.23,1.26,75
2021-08-16,33_2021,21,3674,4444338,3738,4.96,1.01,1.23,192,24,128456,74021,80680924,235239,1,1.03,1.22,1.25,75
2021-08-17,33_2021,21,5273,4449606,3895,2.21,1.01,1.22,157,54,128510,238073,80918997,251528,1,1.02,1.21,1.24,75
2021-08-18,33_2021,21,7162,4456765,4001,3.16,1.03,1.22,106,69,128579,226423,81145420,260088,1.02,1.04,1.2,1.23,75
2021-08-19,33_2021,21,7260,4464005,4087,3.52,1.03,1.22,86,55,128634,206531,81351951,242705,1.02,1.05,1.2,1.23,75
2021-08-20,33_2021,21,7224,4471225,4147,3.27,1.04,1.21,60,49,128683,220656,81572607,231836,1.03,1.05,1.2,1.23,75
2021-08-21,33_2021,21,7470,4478691,4199,2.93,1.04,1.21,52,45,128728,255218,81827825,156559,1.03,1.05,1.19,1.22,75
2021-08-22,33_2021,21,5923,4484613,4239,3.37,1.04,1.2,40,23,128751,175539,82003364,113390,1.03,1.05,1.19,1.22,75
2021-08-23,34_2021,21,4168,4488779,4413,4.11,1.03,1.19,174,44,128795,101341,82104705,311077,1.02,1.04,1.18,1.21,77
2021-08-24,34_2021,21,6076,4494857,4540,2.28,1,1.19,127,60,128855,266246,82370951,281270,0.99,1.02,1.17,1.2,77
2021-08-25,34_2021,21,7548,4502396,4522,3.09,0.98,1.18,-18,59,128914,244420,82615371,295524,0.97,0.99,1.16,1.19,77
2021-08-26,34_2021,21,7221,4509611,4562,3.27,0.96,1.16,40,43,128957,220872,82836243,282403,0.94,0.97,1.15,1.18,77
2021-08-27,34_2021,21,7826,4517434,4625,2.95,0.94,1.15,63,45,129002,265480,83101723,291132,0.93,0.95,1.14,1.17,77
2021-08-28,34_2021,22,6860,4524292,4622,2.34,0.93,1.14,-3,54,129056,293464,83395187,227616,0.91,0.94,1.13,1.15,77
2021-08-29,34_2021,22,5959,4530246,4658,2.67,0.91,1.13,36,37,129093,223086,83618273,161253,0.9,0.92,1.12,1.14,77
2021-08-30,35_2021,22,4257,4534499,4812,3.88,0.89,1.12,154,53,129146,109803,83728076,350885,0.88,0.9,1.11,1.13,70
2021-08-31,35_2021,22,5498,4539991,4796,1.79,0.88,1.11,-16,75,129221,307643,84035719,324497,0.87,0.89,1.1,1.12,70
2021-09-01,35_2021,22,6503,4546487,4771,2.14,0.89,1.1,-25,69,129290,303717,84339436,314484,0.88,0.9,1.09,1.11,70
2021-09-02,35_2021,22,6761,4553241,4760,2.31,0.89,1.09,-11,62,129352,293067,84632503,298974,0.88,0.9,1.08,1.1,70
2021-09-03,35_2021,22,6735,4559970,4720,2.27,0.9,1.08,-40,58,129410,296394,84928897,296535,0.88,0.91,1.06,1.09,70
2021-09-04,35_2021,22,6157,4566126,4773,1.86,0.9,1.07,53,56,129466,331350,85260247,221114,0.88,0.91,1.06,1.08,70
2021-09-05,35_2021,22,5315,4571440,4788,2.05,0.9,1.06,15,49,129515,259756,85520003,143386,0.89,0.91,1.05,1.07,70
2021-09-06,36_2021,22,3361,4574787,4872,2.5,0.89,1.05,84,52,129567,134393,85654396,290362,0.88,0.9,1.04,1.06,59
2021-09-07,36_2021,22,4720,4579502,4870,1.48,0.89,1.04,-2,71,129638,318865,85973261,283242,0.88,0.91,1.03,1.05,59
2021-09-08,36_2021,22,5923,4585423,4799,1.96,0.87,1.04,-71,69,129707,301980,86275241,271983,0.85,0.88,1.03,1.05,59
2021-09-09,36_2021,22,5522,4590941,4788,1.89,0.86,1.03,-11,59,129766,291468,86566709,278721,0.85,0.87,1.02,1.04,59
2021-09-10,36_2021,22,5621,4596558,4712,1.97,0.86,1.02,-76,62,129828,286028,86852737,274151,0.85,0.87,1.01,1.04,59
2021-09-11,36_2021,22,5193,4601749,4664,1.56,0.85,1.02,-48,57,129885,333741,87186478,205396,0.84,0.86,1.01,1.03,59
2021-09-12,36_2021,22,4664,4606413,4672,1.74,0.85,1.01,8,34,129919,267358,87453836,132418,0.84,0.86,1,1.02,59
2021-09-13,37_2021,22,2800,4609205,4763,2.33,0.85,1,91,36,129955,120045,87573881,256869,0.84,0.86,0.99,1.01,50
2021-09-14,37_2021,22,4021,4613214,4719,1.26,0.85,1,-44,72,130027,318593,87892474,239849,0.84,0.86,0.99,1.01,50
2021-09-15,37_2021,22,4830,4618040,4668,1.52,0.86,0.99,-51,73,130100,317666,88210140,224084,0.84,0.87,0.98,1,50
2021-09-16,37_2021,22,5117,4623155,4549,1.67,0.86,0.99,-119,67,130167,306267,88516407,216520,0.85,0.87,0.98,1,50
2021-09-17,37_2021,22,4552,4627699,4514,1.6,0.86,0.98,-35,66,130233,284579,88800986,218882,0.85,0.88,0.97,0.99,50
2021-09-18,37_2021,22,4578,4632275,4477,1.29,0.87,0.98,-37,51,130284,355933,89156919,207289,0.86,0.88,0.97,0.99,50
2021-09-19,37_2021,22,3838,4636111,4459,1.46,0.87,0.97,-18,26,130310,263571,89420490,131013,0.86,0.89,0.96,0.98,50
2021-09-20,38_2021,22,2407,4638516,4505,1.97,0.86,0.97,46,44,130354,122441,89542931,267029,0.85,0.88,0.96,0.98,41
2021-09-21,38_2021,22,3377,4641890,4453,1.02,0.85,0.96,-52,67,130421,330275,89873206,256473,0.84,0.87,0.95,0.97,41
2021-09-22,38_2021,22,3970,4645853,4309,1.36,0.85,0.96,-144,67,130488,292872,90166078,252231,0.83,0.86,0.95,0.97,41
2021-09-23,38_2021,22,4061,4649906,4155,1.3,0.85,0.95,-154,63,130551,311775,90477853,230326,0.84,0.86,0.94,0.96,41
2021-09-24,38_2021,22,3797,4653696,4042,1.32,0.85,0.94,-113,52,130603,287287,90765140,235576,0.84,0.87,0.93,0.95,41
2021-09-25,38_2021,22,3525,4657215,3978,0.99,0.85,0.93,-64,50,130653,357491,91122631,205250,0.84,0.87,0.92,0.94,41
2021-09-26,38_2021,22,3099,4660314,3918,1.12,0.86,0.92,-60,44,130697,276221,91398852,127564,0.85,0.88,0.91,0.94,41
2021-09-27,39_2021,22,1772,4662087,3975,1.43,0.88,0.92,57,45,130742,124077,91522929,222315,0.86,0.89,0.91,0.93,36
2021-09-28,39_2021,22,2985,4665049,3877,0.88,0.89,0.91,-98,65,130807,338425,91861354,202553,0.87,0.9,0.9,0.92,36
2021-09-29,39_2021,22,3212,4668261,3767,1.09,0.88,0.9,-110,63,130870,295452,92156806,197583,0.87,0.9,0.89,0.91,36
2021-09-30,39_2021,22,3804,4672355,3638,1.23,0.88,0.9,-129,51,130921,308836,92465642,204448,0.87,0.9,0.89,0.91,36
2021-10-01,39_2021,22,3405,4675758,3547,1.16,0.89,0.89,-91,52,130973,293469,92759111,176837,0.87,0.9,0.88,0.9,36
2021-10-02,39_2021,22,3312,4679067,3489,0.93,0.89,0.89,-58,25,130998,355896,93115007,150472,0.88,0.91,0.88,0.9,36
2021-10-03,39_2021,22,2968,4682034,3422,1.04,0.89,0.89,-67,33,131031,285960,93400967,86167,0.88,0.91,0.88,0.9,36
2021-10-04,40_2021,22,1612,4683646,3469,1.32,0.89,0.89,47,37,131068,122214,93523181,175532,0.87,0.9,0.87,0.9,31
2021-10-05,40_2021,22,2466,4686109,3401,0.77,0.89,0.88,-68,50,131118,322282,93845463,166337,0.87,0.91,0.87,0.89,31
2021-10-06,40_2021,22,3235,4689341,3287,1.07,0.89,0.88,-114,39,131157,301773,94147236,159419,0.88,0.91,0.87,0.89,31
2021-10-07,40_2021,22,2938,4692274,3227,0.99,0.89,0.88,-60,41,131198,297356,94444592,160994,0.87,0.91,0.87,0.89,31
2021-10-08,40_2021,21,3023,4695291,3125,1.11,0.88,0.88,-102,30,131228,271566,94716158,172836,0.86,0.9,0.87,0.89,31
2021-10-09,40_2021,21,2748,4698038,3059,0.8,0.88,0.88,-66,46,131274,344969,95061127,148478,0.86,0.9,0.87,0.89,31
2021-10-10,40_2021,21,2278,4700316,3015,0.84,0.91,0.88,-44,27,131301,270044,95331171,85331,0.89,0.93,0.87,0.89,31
2021-10-11,41_2021,21,1516,4701832,3062,1.32,0.92,0.88,47,34,131335,114776,95445947,183261,0.9,0.94,0.87,0.89,30
2021-10-12,41_2021,21,2494,4704318,3035,0.79,0.93,0.88,-27,49,131384,315285,95761232,189784,0.91,0.95,0.87,0.89,30
2021-10-13,41_2021,21,2772,4707087,2919,0.99,0.97,0.88,-116,37,131421,278945,96040177,205273,0.95,0.98,0.87,0.9,30
2021-10-14,41_2021,21,2668,4709753,2838,0.82,1.01,0.88,-81,40,131461,324614,96364791,225575,0.99,1.03,0.87,0.89,30
2021-10-15,41_2021,21,2732,4712482,2802,0.54,1.04,0.89,-36,42,131503,506043,96870834,219757,1.02,1.06,0.87,0.9,30
2021-10-16,41_2021,21,2983,4715464,2723,0.63,1.08,0.89,-79,14,131517,472535,97343369,171383,1.06,1.1,0.87,0.9,30
2021-10-17,41_2021,21,2437,4717899,2735,0.64,1.1,0.89,12,24,131541,381051,97724420,104057,1.08,1.12,0.88,0.9,30
2021-10-18,42_2021,21,1597,4719493,2786,0.73,1.16,0.89,51,44,131585,219878,97944298,197348,1.14,1.18,0.88,0.91,39
2021-10-19,42_2021,21,2697,4722188,2778,0.41,1.21,0.9,-8,70,131655,662000,98606298,186320,1.19,1.23,0.88,0.91,39
2021-10-20,42_2021,21,3702,4725887,2819,0.76,1.24,0.91,41,33,131688,485613,99091911,188162,1.22,1.26,0.89,0.92,39
2021-10-21,42_2021,21,3794,4729678,2795,0.66,1.27,0.92,-24,36,131724,574671,99666582,191918,1.25,1.29,0.91,0.93,39
2021-10-22,42_2021,21,3882,4733557,2786,0.8,1.3,0.93,-9,39,131763,487218,100153800,180701,1.28,1.32,0.92,0.94,39
2021-10-23,42_2021,21,3908,4737462,2793,0.79,1.31,0.95,7,39,131802,491574,100645374,133774,1.29,1.33,0.93,0.96,39
2021-10-24,42_2021,21,3725,4741185,2814,0.92,1.31,0.96,21,24,131826,403715,101049089,67644,1.29,1.33,0.95,0.97,39
2021-10-25,43_2021,21,2535,4743720,2917,1.14,1.3,0.97,103,30,131856,222385,101271474,170139,1.28,1.32,0.96,0.99,52
2021-10-26,43_2021,21,4054,4747773,2945,0.63,1.28,0.99,28,48,131904,639745,101911219,171587,1.26,1.3,0.97,1,52
2021-10-27,43_2021,21,4598,4752368,2956,0.98,1.26,1,11,50,131954,468104,102379323,183480,1.25,1.28,0.99,1.01,52
2021-10-28,43_2021,21,4866,4757231,2956,0.85,1.25,1.01,0,50,132004,570335,102949658,195828,1.23,1.26,1,1.02,52
2021-10-29,43_2021,21,5335,4762563,3007,1.12,1.21,1.02,51,33,132037,474778,103424436,183438,1.19,1.23,1.01,1.04,52
2021-10-30,43_2021,21,4878,4767440,3053,1.02,1.19,1.03,46,37,132074,477352,103901788,134311,1.18,1.21,1.02,1.05,52
2021-10-31,43_2021,21,4526,4771965,3096,1.29,1.17,1.04,43,26,132100,350170,104251958,60887,1.15,1.18,1.03,1.06,52
2021-11-01,44_2021,21,2818,4774783,3227,1.92,1.17,1.05,131,20,132120,146725,104398683,52687,1.15,1.19,1.04,1.07,61
2021-11-02,44_2021,21,2834,4777614,3377,1.19,1.21,1.07,150,41,132161,238354,104637037,168571,1.19,1.22,1.06,1.08,61
2021-11-03,44_2021,21,5188,4782802,3410,0.72,1.25,1.08,33,63,132224,717311,105354348,196283,1.23,1.26,1.07,1.1,61
2021-11-04,44_2021,21,5905,4788704,3428,1.15,1.27,1.1,18,59,132283,514629,105868977,203415,1.26,1.29,1.08,1.11,61
2021-11-05,44_2021,21,6764,4795465,3519,1.24,1.3,1.11,91,51,132334,543414,106412391,216397,1.29,1.32,1.09,1.12,61
2021-11-06,44_2021,21,6764,4802225,3565,1.37,1.29,1.12,46,31,132365,491962,106904353,153015,1.28,1.31,1.1,1.13,61
2021-11-07,44_2021,21,5822,4808047,3613,1.34,1.31,1.12,48,20,132385,434771,107339124,67223,1.3,1.33,1.11,1.14,61
2021-11-08,45_2021,21,4197,4812594,3777,1.68,1.32,1.13,164,38,132423,249115,107588239,201121,1.31,1.34,1.12,1.14,87
2021-11-09,45_2021,21,6032,4818705,3857,0.93,1.3,1.13,80,68,132491,645689,108233928,207413,1.29,1.32,1.12,1.15,87
2021-11-10,45_2021,21,7891,4826738,3870,1.62,1.27,1.13,13,60,132551,487618,108721546,217642,1.26,1.29,1.12,1.15,87
2021-11-11,45_2021,21,8569,4835435,3931,1.44,1.25,1.13,61,67,132618,595812,109317358,218943,1.24,1.27,1.12,1.15,87
2021-11-12,45_2021,21,8516,4843957,3970,1.71,1.23,1.13,39,68,132686,498935,109816293,223795,1.22,1.25,1.12,1.14,87
2021-11-13,45_2021,21,8544,4852496,4050,1.58,1.23,1.13,80,53,132739,540371,110356664,167232,1.22,1.25,1.12,1.14,87
2021-11-14,45_2021,21,7569,4860061,4105,1.7,1.23,1.13,55,36,132775,445593,110802257,74171,1.22,1.25,1.12,1.14,87
2021-11-15,46_2021,21,5144,4865260,4283,2.07,1.24,1.13,178,44,132819,248825,111051082,212307,1.23,1.25,1.12,1.14,111
2021-11-16,46_2021,21,7698,4873075,4451,1.12,1.25,1.13,168,74,132893,684710,111735792,219633,1.23,1.26,1.12,1.14,111
2021-11-17,46_2021,21,10172,4883242,4546,1.89,1.25,1.14,95,72,132965,537765,112273557,224624,1.23,1.26,1.12,1.15,111
2021-11-18,46_2021,21,10638,4893887,4591,1.7,1.25,1.14,45,69,133034,625774,112899331,244186,1.24,1.26,1.13,1.15,111
2021-11-19,46_2021,21,10544,4904441,4657,1.96,1.24,1.14,66,48,133082,538488,113437819,254651,1.23,1.25,1.13,1.16,111
2021-11-20,46_2021,21,11555,4915981,4762,2.01,1.24,1.15,105,49,133131,574812,114012631,194826,1.23,1.25,1.13,1.16,111
2021-11-21,46_2021,21,9709,4925688,4865,1.99,1.22,1.15,103,46,133177,487109,114499740,83910,1.21,1.23,1.14,1.16,111
2021-11-22,47_2021,21,6404,4932091,5056,2.39,1.22,1.15,191,70,133247,267570,114767310,256241,1.21,1.23,1.14,1.17,139
2021-11-23,47_2021,21,10047,4942135,5157,1.46,1.21,1.15,101,83,133330,689280,115456590,285889,1.2,1.22,1.14,1.17,139
2021-11-24,47_2021,21,12448,4954585,5202,2.21,1.2,1.15,45,85,133415,562505,116019095,319699,1.19,1.21,1.14,1.16,139
2021-11-25,47_2021,21,13764,4968341,5277,2.12,1.19,1.15,75,71,133486,649998,116669093,350969,1.18,1.2,1.14,1.16,139
2021-11-26,47_2021,21,13686,4982022,5354,2.46,1.18,1.15,77,51,133537,557180,117226273,370765,1.17,1.19,1.13,1.16,139
2021-11-27,47_2021,22,12877,4994891,5450,2.16,1.17,1.14,96,90,133627,596898,117823171,315526,1.16,1.18,1.13,1.16,139
2021-11-28,47_2021,22,12932,5007818,5602,2.52,1.16,1.14,152,47,133674,512592,118335763,161454,1.15,1.17,1.13,1.15,139
2021-11-29,48_2021,22,7975,5015790,5804,2.89,1.15,1.14,202,65,133739,276000,118611763,380229,1.14,1.16,1.13,1.15,172
2021-11-30,48_2021,22,12764,5028547,5910,1.77,1.14,1.14,106,89,133828,719972,119331735,419879,1.13,1.15,1.13,1.15,172
2021-12-01,48_2021,22,15085,5043620,5934,2.63,1.17,1.14,24,103,133931,573775,119905510,465257,1.16,1.18,1.13,1.15,172
2021-12-02,48_2021,22,16806,5060430,5996,2.47,1.16,1.14,62,72,134003,679462,120584972,495266,1.15,1.17,1.13,1.15,172
2021-12-03,48_2021,22,17030,5077445,6093,2.89,1.16,1.14,97,74,134077,588445,121173417,524950,1.15,1.17,1.12,1.15,172
2021-12-04,48_2021,23,16632,5094072,6160,2.61,1.16,1.13,67,75,134152,636592,121810009,471066,1.15,1.17,1.12,1.14,172
2021-12-05,48_2021,23,15021,5109082,6333,2.86,1.15,1.13,173,43,134195,525108,122335117,294729,1.14,1.16,1.12,1.14,172
2021-12-06,49_2021,23,9503,5118576,6622,3.15,1.15,1.13,289,92,134287,301560,122636677,524563,1.15,1.16,1.12,1.14,198
2021-12-07,49_2021,23,15756,5134318,6854,2.27,1.16,1.13,232,99,134386,695136,123331813,543911,1.15,1.17,1.12,1.14,198
2021-12-08,49_2021,23,17959,5152264,6890,3.18,1.14,1.14,36,86,134472,564698,123896511,281539,1.13,1.15,1.13,1.15,198
2021-12-09,49_2021,23,12527,5164780,7144,4,1.15,1.14,254,79,134551,312828,124209339,558439,1.14,1.16,1.13,1.15,198
2021-12-10,49_2021,23,20497,5185270,7299,2.86,1.17,1.15,155,118,134669,716287,124925626,578857,1.16,1.18,1.14,1.16,198
2021-12-11,49_2021,24,21042,5206305,7357,3.72,1.18,1.15,58,96,134765,565077,125490703,511800,1.17,1.19,1.14,1.16,198
2021-12-12,49_2021,24,19215,5225517,7526,3.83,1.2,1.16,169,66,134831,501815,125992518,325154,1.19,1.21,1.15,1.17,198
2021-12-13,50_2021,24,12712,5238221,7807,4.05,1.22,1.16,281,98,134929,313536,126306054,523391,1.21,1.23,1.15,1.17,277
2021-12-14,50_2021,24,20677,5258886,8026,2.66,1.24,1.16,219,120,135049,776563,127082617,548951,1.23,1.25,1.15,1.17,277
2021-12-15,50_2021,24,23195,5282076,8179,3.65,1.25,1.16,153,129,135178,634638,127717255,570415,1.24,1.26,1.15,1.17,277
2021-12-16,50_2021,24,26109,5308180,8255,3.63,1.24,1.16,76,123,135301,718281,128435536,590210,1.23,1.25,1.15,1.17,277
2021-12-17,50_2021,24,28632,5336795,8443,4.28,1.24,1.16,188,120,135421,669160,129104696,584237,1.23,1.25,1.15,1.17,277
2021-12-18,50_2021,28,28064,5364852,8529,4.02,1.25,1.16,86,123,135544,697740,129802436,544976,1.24,1.25,1.15,1.16,277
2021-12-19,50_2021,28,24259,5389155,8692,4.28,1.27,1.15,163,97,135641,566300,130368736,350731,1.26,1.27,1.14,1.16,277
2021-12-20,51_2021,28,16213,5405360,9088,4.81,1.34,1.15,396,137,135778,337222,130705958,546232,1.33,1.34,1.14,1.16,438
2021-12-21,51_2021,28,30798,5436143,9393,3.62,1.4,1.15,305,153,135931,851865,131557823,561356,1.39,1.41,1.14,1.16,438
2021-12-22,51_2021,28,36293,5472469,9554,4.66,1.46,1.15,161,146,136077,779303,132337126,552777,1.45,1.47,1.14,1.16,438
2021-12-23,51_2021,28,44595,5517054,9745,4.95,1.52,1.16,191,168,136245,901450,133238576,494397,1.51,1.53,1.15,1.17,438
2021-12-24,51_2021,28,50599,5567644,9850,5.44,1.58,1.16,105,141,136386,929775,134168351,237777,1.57,1.58,1.15,1.16,438
2021-12-25,51_2021,28,54762,5622431,9963,5.65,1.61,1.16,113,144,136530,969752,135138103,36651,1.6,1.62,1.15,1.16,438
2021-12-26,51_2021,28,24883,5647313,10309,11.46,1.71,1.16,346,81,136611,217052,135355155,183547,1.7,1.71,1.15,1.17,438
2021-12-27,52_2021,28,30810,5678112,10849,8.96,1.84,1.16,540,142,136753,343968,135699123,597094,1.83,1.85,1.15,1.17,1154
2021-12-28,52_2021,28,78313,5756412,11234,7.57,1.9,1.17,385,190,136943,1034677,136733800,651516,1.89,1.91,1.16,1.17,1154
2021-12-29,52_2021,28,98030,5854428,11763,9.52,1.87,1.17,529,148,137091,1029429,137763229,640892,1.86,1.88,1.17,1.18,1154
2021-12-30,52_2021,28,126888,5981428,12092,11.03,1.77,1.18,329,156,137247,1150352,138913581,582724,1.77,1.78,1.17,1.19,1154
2021-12-31,52_2021,32,144243,6125683,12410,11.78,1.64,1.19,318,155,137402,1224025,140137606,280978,1.63,1.64,1.18,1.2,1154
2022-01-01,52_2021,32,141358,6267035,12562,12.5,1.57,1.2,152,111,137513,1130936,141268542,73161,1.56,1.57,1.19,1.21,1155
2022-01-02,52_2021,32,61046,6328076,13075,21.91,1.47,1.21,513,133,137646,278654,141547196,339332,1.46,1.47,1.2,1.22,1155
2022-01-03,1_2022,32,68052,6396110,13684,15.28,1.41,1.21,609,140,137786,445321,141992517,628471,1.41,1.42,1.21,1.22,1881
2022-01-04,1_2022,32,170844,6566947,14304,13.91,1.32,1.22,620,259,138045,1228410,143220927,689602,1.31,1.32,1.21,1.23,1881
2022-01-05,1_2022,32,189109,6756035,14792,17.28,1.25,1.22,488,231,138276,1094255,144315182,667694,1.24,1.25,1.22,1.23,1881
2022-01-06,1_2022,32,219441,6975465,15294,19.28,1.18,1.23,502,198,138474,1138310,145453492,340600,1.18,1.19,1.22,1.24,1881
2022-01-07,1_2022,32,108304,7083762,16090,22.01,1.18,1.23,796,223,138697,492172,145945664,688610,1.17,1.18,1.23,1.24,1881
2022-01-08,1_2022,36,197552,7281297,16487,16.19,1.13,1.24,397,184,138881,1220266,147165930,641024,1.12,1.13,1.24,1.25,1881
2022-01-09,1_2022,36,155659,7436939,17242,15.67,1.08,1.25,755,157,139038,993201,148159131,421247,1.08,1.09,1.24,1.26,1881
2022-01-10,2_2022,36,101762,7554344,17946,16.61,1.03,1.26,704,227,139265,612821,148771952,669225,1.02,1.03,1.25,1.26,2068
2022-01-11,2_2022,36,220532,7774863,18744,16.03,1,1.26,798,294,139559,1375514,150147466,725840,0.99,1,1.25,1.27,2068
2022-01-12,2_2022,36,196224,7971068,18978,16.48,0.98,1.26,234,313,139872,1190567,151338033,714169,0.98,0.99,1.25,1.27,2068
2022-01-13,2_2022,36,184615,8155645,19316,15.63,1,1.26,338,316,140188,1181179,152519212,708547,0.99,1,1.25,1.26,2068
2022-01-14,2_2022,36,186253,8356514,19698,16.45,0.99,1.25,382,360,140548,1132309,153651521,708394,0.98,0.99,1.24,1.25,2068
2022-01-15,2_2022,38,180426,8549450,20047,14.82,0.99,1.24,349,308,140856,1217830,154869351,700379,0.98,0.99,1.23,1.24,2068
2022-01-16,2_2022,38,149512,8706915,20410,16.11,0.99,1.22,363,248,141104,927846,155797197,434173,0.99,0.99,1.22,1.23,2068
2022-01-17,3_2022,38,83403,8790302,20945,15.41,0.99,1.21,535,287,141391,541298,156338495,599723,0.99,1,1.2,1.22,1977
2022-01-18,3_2022,38,212004,9018425,21163,14.31,1,1.19,218,434,141825,1481349,157819844,631281,0.99,1,1.19,1.2,1977
2022-01-19,3_2022,38,192320,9219391,21188,16.27,1,1.18,25,380,142205,1181889,159001733,611514,0.99,1,1.17,1.18,1977
2022-01-20,3_2022,38,188797,9418256,21357,17,1,1.16,169,385,142590,1110266,160111999,604276,0.99,1,1.16,1.17,1977
2022-01-21,3_2022,44,179106,9603856,21192,16.03,0.99,1.15,-165,373,142963,1117553,161229552,587159,0.99,0.99,1.14,1.15,1977
2022-01-22,3_2022,44,171263,9781191,21118,16.41,0.97,1.13,-74,333,143296,1043649,162273201,565962,0.97,0.98,1.12,1.13,1977
2022-01-23,3_2022,44,138860,9923678,21312,14.88,0.95,1.11,194,227,143523,933384,163206585,348249,0.95,0.95,1.11,1.12,1977
2022-01-24,4_2022,44,77696,10001344,21547,14.96,0.93,1.1,235,352,143875,519293,163725878,531718,0.92,0.93,1.09,1.1,1656
2022-01-25,4_2022,44,190514,10216395,21728,13.4,0.9,1.08,181,469,144344,1421545,165147423,552606,0.89,0.9,1.08,1.09,1656
2022-01-26,4_2022,44,167206,10383561,21666,15.24,0.88,1.07,-62,426,144770,1097287,166244710,531904,0.87,0.88,1.06,1.08,1656
2022-01-27,4_2022,44,155697,10539601,21498,14.97,0.85,1.06,-168,389,145159,1039756,167284466,519192,0.85,0.85,1.05,1.06,1656
2022-01-28,4_2022,44,143898,10683948,21426,13.69,0.84,1.05,-72,378,145537,1051288,168335754,533569,0.83,0.84,1.04,1.05,1656
2022-01-29,4_2022,44,137147,10821375,21224,13.72,0.82,1.04,-202,377,145914,999490,169335244,528297,0.82,0.82,1.03,1.05,1656
2022-01-30,4_2022,44,104065,10925485,21210,12.72,0.81,1.03,-14,235,146149,818169,170153413,320436,0.8,0.81,1.03,1.04,1656
2022-01-31,5_2022,44,57715,10983116,21497,12.07,0.78,1.03,287,349,146498,478314,170631727,452234,0.78,0.78,1.02,1.03,1178
2022-02-01,5_2022,44,133142,11116422,21422,10.68,0.77,1.02,-75,427,146925,1246987,171878714,425965,0.77,0.78,1.01,1.02,1178
2022-02-02,5_2022,44,118994,11235745,21074,12.34,0.77,1.01,-348,395,147320,964521,172843235,388736,0.76,0.77,1,1.02,1178
2022-02-03,5_2022,44,112691,11348701,20781,12.31,0.76,1,-293,414,147734,915337,173758572,361598,0.76,0.77,1,1.01,1178
2022-02-04,5_2022,44,99522,11449601,20440,11.25,0.75,0.99,-341,433,148167,884893,174643465,368476,0.75,0.76,0.99,1,1178
2022-02-05,5_2022,45,93157,11542793,20026,11.01,0.75,0.99,-414,375,148542,846480,175489945,365552,0.75,0.76,0.98,0.99,1178
2022-02-06,5_2022,45,78952,11621736,19929,11.5,0.76,0.98,-97,229,148771,686544,176176489,190631,0.75,0.76,0.97,0.98,1178
2022-02-07,6_2022,45,41247,11663338,20098,10.48,0.74,0.97,169,326,149097,393663,176570152,284919,0.74,0.75,0.97,0.98,817
2022-02-08,6_2022,45,101864,11765767,19713,10.2,0.72,0.96,-385,415,149512,999095,177569247,273774,0.72,0.73,0.96,0.97,817
2022-02-09,6_2022,45,81367,11847436,19282,11.13,0.71,0.95,-431,384,149896,731284,178300531,243690,0.7,0.71,0.95,0.96,817
2022-02-10,6_2022,45,75861,11923631,18676,11.1,0.7,0.94,-606,325,150221,683715,178984246,239081,0.7,0.71,0.94,0.95,817
