date,week,colors,new_pos,tot_case,tot_hosp,perc_pos,RT_sym,RT_hosp,var_hosp,new_dies,tot_dies,new_tests,tot_tests,vax,CI_low_sym,CI_up_sym,CI_low_hosp,CI_up_hosp,incid_100k_7ns
2022-02-11,6_2022,45,67152,11991109,18089,10.12,0.7,0.93,-587,334,150555,663786,179648032,242161,0.7,0.71,0.93,0.94,817
2022-02-12,6_2022,44,62231,12053330,17533,10.59,0.7,0.93,-556,269,150824,587645,180235677,242982,0.7,0.71,0.92,0.93,817
2022-02-13,6_2022,44,51959,12105675,17250,11.23,0.71,0.92,-283,191,151015,462881,180698558,119414,0.71,0.72,0.91,0.92,817
2022-02-14,7_2022,44,28630,12134451,17223,10.08,0.71,0.91,-27,281,151296,283891,180982449,173414,0.71,0.72,0.9,0.91,617
2022-02-15,7_2022,44,70852,12205474,16721,10.18,0.72,0.9,-502,388,151684,695744,181678193,184113,0.72,0.73,0.89,0.9,617
2022-02-16,7_2022,44,59749,12265343,16200,10.76,0.74,0.89,-521,278,151962,555080,182233273,161905,0.73,0.74,0.88,0.89,617
2022-02-17,7_2022,44,57890,12323398,15599,10.76,0.76,0.88,-601,320,152282,538131,182771404,149869,0.75,0.76,0.87,0.88,617
2022-02-18,7_2022,44,53662,12377098,14935,10.52,0.77,0.87,-664,314,152596,510283,183281687,168674,0.77,0.78,0.86,0.87,617
2022-02-19,7_2022,41,50534,12427773,14340,10.27,0.8,0.86,-595,252,152848,492045,183773732,162235,0.79,0.8,0.85,0.86,617
2022-02-20,7_2022,41,42081,12469975,14218,11.29,0.82,0.85,-122,141,152989,372776,184146508,75477,0.82,0.83,0.85,0.86,617
2022-02-21,8_2022,41,24408,12494459,14303,10.53,0.83,0.85,85,201,153190,231766,184378274,133706,0.83,0.84,0.84,0.85,491
2022-02-22,8_2022,41,60029,12554596,13972,9.94,0.85,0.84,-331,322,153512,603639,184981913,127294,0.84,0.85,0.84,0.85,491
2022-02-23,8_2022,41,49040,12603758,13413,10.23,0.86,0.84,-559,252,153764,479447,185461360,118785,0.85,0.86,0.84,0.85,491
2022-02-24,8_2022,41,46169,12651251,12964,9.53,0.85,0.84,-449,249,154013,484530,185945890,116692,0.85,0.86,0.83,0.84,491
2022-02-25,8_2022,41,40948,12693320,12505,9.3,0.85,0.84,-459,193,154206,440115,186386005,130999,0.84,0.86,0.83,0.84,491
2022-02-26,8_2022,36,38375,12732680,11866,8.84,0.85,0.84,-639,210,154416,434077,186820082,133560,0.84,0.85,0.83,0.84,491
2022-02-27,8_2022,36,30629,12764558,11601,9.64,0.84,0.83,-265,144,154560,317784,187137866,60544,0.83,0.85,0.83,0.84,491
2022-02-28,9_2022,36,17981,12782836,11565,9.06,0.83,0.83,-36,207,154767,198513,187336379,115451,0.83,0.84,0.82,0.83,434
2022-03-01,9_2022,36,46631,12829972,11164,8.78,0.85,0.82,-401,233,155000,530858,187867237,84809,0.84,0.85,0.82,0.83,434
2022-03-02,9_2022,36,36429,12867918,10635,8.77,0.87,0.82,-529,214,155214,415288,188282525,79674,0.86,0.87,0.81,0.82,434
2022-03-03,9_2022,36,41500,12910506,10253,9.62,0.9,0.81,-382,185,155399,431312,188713837,85822,0.9,0.91,0.81,0.82,434
2022-03-04,9_2022,36,38095,12948859,9922,9.8,0.95,0.81,-331,210,155609,388836,189102673,93426,0.94,0.95,0.8,0.81,434
2022-03-05,9_2022,33,39963,12990223,9583,10.48,1,0.81,-339,173,155782,381484,189484157,88517,0.99,1,0.8,0.81,434
2022-03-06,9_2022,33,35057,13026112,9431,11.83,1.04,0.81,-152,105,155887,296246,189780403,29288,1.03,1.05,0.8,0.81,434
2022-03-07,10_2022,33,22083,13048774,9599,11.73,1.09,0.81,168,130,156017,188274,189968677,73980,1.08,1.1,0.8,0.82,579
2022-03-08,10_2022,33,60191,13109527,9368,11.33,1.12,0.81,-231,184,156201,531194,190499871,70972,1.12,1.13,0.81,0.82,579
2022-03-09,10_2022,33,48483,13159342,9138,11.17,1.15,0.82,-230,156,156357,433961,190933832,66274,1.14,1.16,0.81,0.82,579
2022-03-10,10_2022,33,54230,13214498,8959,11.96,1.17,0.83,-179,136,156493,453341,191387173,72738,1.17,1.18,0.82,0.83,579
2022-03-11,10_2022,33,53127,13268459,8801,12.48,1.19,0.84,-158,156,156649,425638,191812811,79451,1.19,1.2,0.83,0.84,579
2022-03-12,10_2022,25,53825,13323128,8747,12.88,1.21,0.85,-54,133,156782,417777,192230588,77780,1.21,1.22,0.84,0.85,579
2022-03-13,10_2022,25,48886,13373207,8756,14.81,1.23,0.86,9,86,156868,330028,192560616,24183,1.23,1.24,0.85,0.87,579
2022-03-14,11_2022,25,28900,13402905,8986,14.11,1.27,0.87,230,129,156997,204877,192765493,62344,1.27,1.28,0.86,0.88,810
2022-03-15,11_2022,25,85288,13489319,8975,14.53,1.29,0.89,-11,180,157177,587015,193352508,63384,1.29,1.3,0.88,0.89,810
2022-03-16,11_2022,25,72568,13563466,8887,14.79,1.31,0.9,-88,137,157314,490711,193843219,56799,1.3,1.32,0.89,0.91,810
2022-03-17,11_2022,25,79895,13645834,8870,15.08,1.3,0.91,-17,128,157442,529882,194373101,60057,1.29,1.3,0.91,0.92,810
2022-03-18,11_2022,25,76250,13724411,8877,15.53,1.27,0.93,7,165,157607,490883,194863984,64538,1.26,1.28,0.92,0.94,810
2022-03-19,11_2022,22,74024,13800179,8790,15.48,1.23,0.94,-87,85,157692,478051,195342035,60372,1.22,1.23,0.94,0.95,810
2022-03-20,11_2022,22,60415,13861743,8897,16.31,1.19,0.96,107,93,157785,370466,195712501,15248,1.18,1.2,0.95,0.96,810
2022-03-21,12_2022,22,32573,13895188,9191,14.93,1.16,0.97,294,119,157904,218216,195930717,52146,1.15,1.16,0.96,0.98,841
2022-03-22,12_2022,22,96365,13992092,9424,15.01,1.12,0.98,233,197,158101,641896,196572613,50402,1.12,1.13,0.97,0.99,841
2022-03-23,12_2022,22,76260,14070450,9405,14.84,1.09,0.99,-19,153,158254,513744,197086357,44718,1.08,1.09,0.99,1,841
2022-03-24,12_2022,22,81811,14153098,9476,15,1.06,1.01,71,182,158436,545302,197631659,51501,1.06,1.07,1,1.02,841
2022-03-25,12_2022,22,75616,14229495,9441,15,1.05,1.02,-35,146,158582,503973,198135632,55985,1.04,1.05,1.01,1.03,841
2022-03-26,12_2022,21,73357,14304111,9475,14.55,1.03,1.03,34,118,158700,504185,198639817,53234,1.03,1.04,1.02,1.04,841
2022-03-27,12_2022,21,59555,14364723,9645,15.5,1.02,1.04,170,82,158782,384323,199024140,12959,1.02,1.03,1.03,1.04,841
2022-03-28,13_2022,21,30710,14396283,9983,14.52,1.02,1.05,338,95,158877,211535,199235675,44547,1.01,1.02,1.04,1.05,814
2022-03-29,13_2022,21,99457,14496579,10227,15.05,1.01,1.05,244,177,159054,660708,199896383,41806,1,1.02,1.04,1.06,814
2022-03-30,13_2022,21,77621,14567990,10352,14.79,1,1.06,125,170,159224,524899,200421282,38633,1,1.01,1.05,1.07,814
2022-03-31,13_2022,21,73195,14642354,10366,15.04,0.98,1.07,14,159,159383,486813,200908095,42358,0.98,0.99,1.06,1.07,814
2022-04-01,13_2022,0,74350,14719394,10457,14.44,0.98,1.07,91,154,159537,514823,201422918,31739,0.98,0.99,1.06,1.08,814
2022-04-02,13_2022,0,70803,14790806,10442,14.84,0.97,1.08,-15,129,159666,477041,201899959,29602,0.97,0.98,1.07,1.08,814
2022-04-03,13_2022,0,53588,14845815,10506,14.71,0.96,1.08,64,118,159784,364182,202264141,5947,0.95,0.96,1.07,1.09,814
2022-04-04,14_2022,0,30630,14877144,10724,2.21,0.94,1.08,218,125,159909,1383218,203647359,27057,0.93,0.94,1.07,1.09,746
2022-04-05,14_2022,0,88173,14966058,10717,14.98,0.93,1.07,-7,194,160103,588576,204235935,28996,0.92,0.93,1.07,1.08,746
2022-04-06,14_2022,0,69278,15035943,10630,15.01,0.93,1.07,-87,149,160252,461448,204697383,28134,0.92,0.93,1.06,1.07,746
2022-04-07,14_2022,0,69596,15106066,10549,14.81,0.93,1.06,-81,150,160402,469803,205167186,29508,0.93,0.94,1.05,1.07,746
2022-04-08,14_2022,0,66535,15173707,10564,15.05,0.93,1.05,15,144,160546,442029,205609215,33640,0.93,0.94,1.04,1.06,746
2022-04-09,14_2022,0,63992,15238128,10485,14.6,0.94,1.04,-79,112,160658,438449,206047664,30065,0.93,0.94,1.03,1.05,746
2022-04-10,14_2022,0,51376,15292048,10503,14.58,0.94,1.03,18,90,160748,352265,206399929,5862,0.94,0.95,1.03,1.04,746
2022-04-11,15_2022,0,28368,15320753,10722,14.72,0.94,1.03,219,115,160863,192782,206592711,28520,0.93,0.94,1.02,1.03,707
2022-04-12,15_2022,0,83643,15404809,10670,14.86,0.93,1.02,-52,169,161032,563018,207155729,27788,0.93,0.94,1.01,1.03,707
2022-04-13,15_2022,0,62037,15467395,10615,14.77,0.93,1.02,-55,155,161187,419995,207575724,29122,0.92,0.93,1.01,1.02,707
2022-04-14,15_2022,0,64951,15533012,10495,14.82,0.92,1.01,-120,149,161336,438375,208014099,35998,0.92,0.93,1.01,1.02,707
2022-04-15,15_2022,0,61555,15595302,10399,15.49,0.92,1.01,-96,133,161469,397482,208411581,32313,0.91,0.92,1,1.02,707
2022-04-16,15_2022,0,63815,15659835,10289,15.03,0.91,1,-110,133,161602,424482,208836063,18932,0.9,0.91,1,1.01,707
2022-04-17,15_2022,0,51993,15712088,10161,15.56,0.89,1,-128,85,161687,334224,209170287,514,0.89,0.9,0.99,1,707
2022-04-18,16_2022,0,18380,15730676,10351,17.38,0.86,0.99,190,79,161766,105739,209276026,1913,0.86,0.87,0.98,1,714
2022-04-19,16_2022,0,27214,15758002,10636,15.63,0.92,0.99,285,127,161893,174098,209450124,42160,0.91,0.93,0.98,1,714
2022-04-20,16_2022,0,99848,15858442,10620,16.35,0.96,0.99,-16,205,162098,610600,210060724,45017,0.95,0.96,0.99,1,714
2022-04-21,16_2022,0,75020,15934437,10646,16.81,0.99,1,26,166,162264,446180,210506904,45245,0.98,0.99,0.99,1,714
2022-04-22,16_2022,0,73212,16008181,10487,16.75,1.01,1,-159,202,162466,437193,210944097,48339,1,1.01,0.99,1,714
2022-04-23,16_2022,0,70520,16079209,10323,16.73,1.01,1,-164,143,162609,421533,211365630,37792,1,1.02,0.99,1.01,714
2022-04-24,16_2022,0,56263,16136057,10311,17.25,1.01,1,-12,79,162688,326211,211691841,6829,1.01,1.02,0.99,1.01,714
2022-04-25,17_2022,0,24878,16161339,10466,17.92,1,1,155,93,162781,138803,211830644,3444,1,1.01,1,1.01,619
2022-04-26,17_2022,0,29575,16191323,10737,16.19,0.98,1,271,146,162927,182675,212013319,49500,0.98,0.99,1,1.01,619
2022-04-27,17_2022,0,87940,16279754,10549,15.86,0.95,1,-188,186,163113,554526,212567845,49193,0.95,0.96,1,1.01,619
2022-04-28,17_2022,0,69204,16349788,10458,15.67,0.93,1,-91,131,163244,441526,213009371,46134,0.92,0.93,0.99,1.01,619
2022-04-29,17_2022,0,58861,16409183,10313,15.44,0.91,1,-145,133,163377,381239,213390610,47276,0.9,0.91,0.99,1,619
2022-04-30,17_2022,0,53602,16463200,10192,13.99,0.9,1,-121,130,163507,383073,213773683,35871,0.89,0.9,0.99,1,619
2022-05-01,17_2022,0,40757,16504791,10104,14.17,0.91,0.99,-88,105,163612,287601,214061284,2369,0.9,0.92,0.99,1,619
2022-05-02,18_2022,0,18896,16523859,10162,15.43,0.94,0.99,58,124,163736,122444,214183728,34786,0.93,0.94,0.98,1,495
2022-05-03,18_2022,0,62071,16586268,10061,15.1,0.88,0.98,-101,153,163889,411047,214594775,42933,0.87,0.88,0.97,0.99,495
2022-05-04,18_2022,0,47039,16633911,9985,14.03,0.86,0.98,-76,152,164041,335275,214930050,44658,0.85,0.86,0.97,0.98,495
2022-05-05,18_2022,0,48255,16682626,9753,14.75,0.85,0.97,-232,138,164179,327178,215257228,43997,0.84,0.85,0.96,0.98,495
2022-05-06,18_2022,0,43947,16726990,9527,14.53,0.84,0.96,-226,125,164304,302406,215559634,42780,0.84,0.85,0.95,0.97,495
2022-05-07,18_2022,0,40522,16767773,9170,13.26,0.85,0.95,-357,113,164417,305563,215865197,29577,0.84,0.86,0.94,0.96,495
2022-05-08,18_2022,0,30804,16798998,9011,15.14,0.85,0.94,-159,72,164489,203454,216068651,5649,0.85,0.86,0.93,0.95,495
2022-05-09,19_2022,0,17155,16816419,9098,13.55,0.85,0.93,87,84,164573,126559,216195210,34235,0.85,0.86,0.93,0.94,435
2022-05-10,19_2022,0,56015,16872618,8937,15.09,0.87,0.93,-161,158,164731,371221,216566431,41201,0.86,0.87,0.92,0.93,435
2022-05-11,19_2022,0,42249,16915301,8750,14.34,0.87,0.92,-187,115,164846,294611,216861042,45095,0.86,0.87,0.91,0.92,435
2022-05-12,19_2022,0,39317,16954784,8492,14.63,0.87,0.91,-258,130,164976,268654,217129696,44136,0.86,0.88,0.9,0.92,435
2022-05-13,19_2022,0,38507,16993813,8248,14.5,0.87,0.9,-244,115,165091,265647,217395343,41289,0.86,0.87,0.89,0.91,435
2022-05-14,19_2022,0,36042,17030147,7990,13.67,0.86,0.9,-258,91,165182,263747,217659090,29748,0.86,0.87,0.89,0.9,435
2022-05-15,19_2022,0,27162,17057873,7879,13.96,0.85,0.89,-111,62,165244,194577,217853667,5691,0.85,0.86,0.89,0.9,435
2022-05-16,20_2022,0,13668,17071649,7984,13.04,0.83,0.89,105,102,165346,104793,217958460,30188,0.83,0.84,0.88,0.9,318
2022-05-17,20_2022,0,44489,17116550,7802,13.27,0.81,0.89,-182,148,165494,335217,218293677,34975,0.8,0.81,0.88,0.89,318
2022-05-18,20_2022,0,30408,17147477,7594,11.51,0.78,0.88,-208,136,165630,264273,218557950,40614,0.78,0.79,0.88,0.89,318
2022-05-19,20_2022,0,30310,17178199,7328,12.25,0.76,0.88,-266,108,165738,247471,218805421,39048,0.76,0.77,0.87,0.89,318
2022-05-20,20_2022,0,26561,17205017,7119,11.36,0.75,0.88,-209,89,165827,233745,219039166,34431,0.74,0.76,0.87,0.88,318
2022-05-21,20_2022,0,23976,17229263,6871,10.34,0.74,0.87,-248,91,165918,231931,219271097,25484,0.74,0.75,0.87,0.88,318
2022-05-22,20_2022,0,17744,17247552,6692,11.02,0.74,0.87,-179,34,165952,160995,219432092,4631,0.74,0.75,0.86,0.88,318
2022-05-23,21_2022,0,9820,17257573,6679,10.47,0.72,0.86,-13,80,166032,93813,219525905,27046,0.72,0.73,0.86,0.87,234
2022-05-24,21_2022,0,31024,17289433,6526,10.74,0.71,0.86,-153,118,166150,288863,219814768,33058,0.71,0.72,0.85,0.87,234
2022-05-25,21_2022,0,22438,17312432,6240,10.19,0.7,0.85,-286,114,166264,220101,220034869,35935,0.7,0.71,0.85,0.86,234
2022-05-26,21_2022,0,22093,17335068,5995,10.18,0.7,0.85,-245,107,166371,216988,220251857,35313,0.7,0.71,0.84,0.86,234
2022-05-27,21_2022,0,19666,17355119,5810,9.89,0.69,0.84,-185,105,166476,198897,220450754,32118,0.69,0.7,0.83,0.85,234
2022-05-28,21_2022,0,18255,17373741,5598,9.45,0.67,0.84,-212,66,166542,193183,220643937,22207,0.67,0.68,0.83,0.85,234
2022-05-29,21_2022,0,14826,17388877,5494,10.44,0.63,0.83,-104,27,166569,142066,220786003,4199,0.62,0.64,0.83,0.84,234
2022-05-30,22_2022,0,7537,17396723,5536,9.4,0.55,0.83,42,62,166631,80177,220866180,23645,0.54,0.55,0.82,0.84,85
2022-05-31,22_2022,0,24267,17421410,5369,10.03,0.46,0.83,-167,66,166697,242060,221108240,27677,0.46,0.47,0.82,0.84,85
2022-06-01,22_2022,0,18391,17440232,5101,9.57,0.37,0.83,-268,59,166756,192108,221300348,20900,0.36,0.37,0.82,0.84,85
